PassengerId,Survived
892,0.16475180375180376
893,0.6183333333333334
894,0.26266666666666666
895,0.4725225885225885
896,0.9575
897,0.13186868686868686
898,0.9312053511578685
899,0.027222222222222224
900,0.415
901,0.02
902,0.04675103980986334
903,0.028095238095238093
904,0.8916666666666666
905,0.19366666666666668
906,0.6183333333333334
907,1.0
908,0.16535714285714284
909,0.49950000000000006
910,0.690952380952381
911,0.35
912,0.263
913,1.0
914,0.5375
915,0.8483333333333333
916,0.54
917,0.48
918,1.0
919,0.33766666666666667
920,0.02361111111111111
921,0.12933333333333333
922,0.48
923,0.0018181818181818182
924,1.0
925,0.5600396825396826
926,0.12933333333333333
927,0.3053333333333333
928,0.5375
929,0.98
930,0.11075513049042461
931,0.04675103980986334
932,0.345
933,0.04675103980986334
934,0.02361111111111111
935,0.8130714285714284
936,0.982
937,0.11075513049042461
938,0.13652380952380952
939,0.03898683448114188
940,0.94
941,1.0
942,0.0018181818181818182
943,0.82
944,0.24
945,0.0
946,0.0
947,0.0
948,0.17196409146409145
949,0.11075513049042461
950,0.016666666666666666
951,1.0
952,0.0
953,0.5009024586524587
954,0.09798673548673546
955,0.7942857142857143
956,0.25533333333333336
957,0.5375
958,0.235
959,0.0
960,0.025
961,0.54
962,0.6792857142857143
963,0.07731592873930336
964,0.9366666666666668
965,0.3321578947368421
966,1.0
967,0.40399999999999997
968,0.04675103980986334
969,0.96
970,0.09938343519225872
971,0.6792857142857143
972,0.91
973,0.0
974,0.07633333333333332
975,0.04675103980986334
976,0.03898683448114188
977,0.12933333333333333
978,0.871275296834154
979,0.6319047619047619
980,0.3056619810395554
981,1.0
982,0.9575
983,0.04675103980986334
984,0.690952380952381
985,0.04675103980986334
986,0.16714285714285715
987,0.11075513049042461
988,1.0
989,0.13773737373737374
990,0.26
991,0.0
992,1.0
993,0.5930470085470084
994,0.03898683448114188
995,0.11611111111111111
996,0.96
997,0.151657050465874
998,0.025796526572842357
999,0.03898683448114188
1000,0.04675103980986334
1001,0.09798673548673546
1002,0.35785714285714276
1003,0.3056619810395554
1004,1.0
1005,0.22166666666666665
1006,1.0
1007,0.23666666666666664
1008,0.0
1009,0.8545238095238097
1010,0.075
1011,0.5775
1012,0.42
1013,0.11861399711399713
1014,1.0
1015,0.151657050465874
1016,0.03898683448114188
1017,0.973095238095238
1018,0.0
1019,0.38457142857142856
1020,0.28005982905982907
1021,0.11825851925851923
1022,0.5009024586524587
1023,0.335
1024,0.0
1025,0.12933333333333333
1026,0.046
1027,0.11825851925851923
1028,0.96
1029,0.11611111111111111
1030,0.5499999999999999
1031,0.0
1032,0.0
1033,1.0
1034,0.4133333333333333
1035,0.151657050465874
1036,0.28005982905982907
1037,0.2888571428571428
1038,0.04675103980986334
1039,0.0
