PassengerId,Survived
892,0.1750807085634672
893,0.5066666666666667
894,0.2631904761904762
895,0.4709451659451659
896,0.92
897,0.17155194805194798
898,0.9604601901366607
899,0.0
900,0.56
901,0.0
902,0.027300588300588298
903,0.029047619047619048
904,0.8866666666666667
905,0.3076190476190476
906,0.5066666666666667
907,1.0
908,0.10384368414997218
909,0.444
910,0.6863333333333332
911,0.625
912,0.13333333333333333
913,0.96
914,0.4962222222222223
915,0.79
916,0.52
917,0.535
918,1.0
919,0.382
920,0.0
921,0.22031746031746033
922,0.535
923,0.0
924,1.0
925,0.5833809523809523
926,0.22031746031746033
927,0.2975238095238095
928,0.4962222222222223
929,0.9
930,0.11784017736649316
931,0.027300588300588298
932,0.3856666666666667
933,0.027300588300588298
934,0.0
935,0.8065079365079366
936,0.8666666666666667
937,0.11784017736649316
938,0.11252380952380951
939,0.029369755211527116
940,0.9
941,1.0
942,0.0
943,0.7928333333333333
944,0.18
945,0.0
946,0.00960927960927961
947,0.0
948,0.15254863437216382
949,0.11784017736649316
950,0.015
951,1.0
952,0.0
953,0.48228058053058065
954,0.11648964923964922
955,0.8490852130325816
956,0.29966666666666664
957,0.4962222222222223
958,0.25333333333333335
959,0.0
960,0.09532356532356533
961,0.56
962,0.7698427887901573
963,0.07529489628019041
964,0.9180000000000001
965,0.16825714285714283
966,1.0
967,0.37166666666666665
968,0.027300588300588298
969,1.0
970,0.11397037929390871
971,0.7698427887901573
972,0.98
973,0.0
974,0.16616666666666668
975,0.027300588300588298
976,0.029369755211527116
977,0.22031746031746033
978,0.893416878532843
979,0.6518571428571428
980,0.40193277310924364
981,1.0
982,0.92
983,0.027300588300588298
984,0.6863333333333332
985,0.027300588300588298
986,0.2
987,0.11784017736649316
988,1.0
989,0.13025541125541126
990,0.26
991,0.0
992,0.94
993,0.7643333333333334
994,0.029369755211527116
995,0.12694444444444444
996,0.98
997,0.15801479855302708
998,0.027508963258963258
999,0.029369755211527116
1000,0.027300588300588298
1001,0.11648964923964922
1002,0.31766666666666665
1003,0.40193277310924364
1004,1.0
1005,0.2733333333333334
1006,1.0
1007,0.21
1008,0.00960927960927961
1009,0.8509126984126985
1010,0.08333333333333331
1011,0.6340317460317461
1012,0.46
1013,0.13016666666666668
1014,1.0
1015,0.15801479855302708
1016,0.029369755211527116
1017,0.9722222222222223
1018,0.0
1019,0.4990079365079365
1020,0.3183102453102453
1021,0.08923487623487623
1022,0.48228058053058065
1023,0.37133333333333335
1024,0.0
1025,0.22031746031746033
1026,0.02388888888888889
1027,0.08923487623487623
1028,0.965
1029,0.12694444444444444
1030,0.5342222222222223
1031,0.0022222222222222222
1032,0.0
1033,1.0
1034,0.56
1035,0.15801479855302708
1036,0.3183102453102453
1037,0.3695555555555556
1038,0.027300588300588298
1039,0.0
1040,0.027300588300588298
1041,0.015
1042,1.0
1043,0.00960927960927961
1044,0.0
1045,1.0
1046,0.0
1047,0.08923487623487623
1048,0.9180000000000001
1049,0.5342222222222223
1050,0.3183102453102453
1051,0.098
1052,0.40193277310924364
1053,0.8
1054,0.96
1055,0.027300588300588298
1056,0.0
1057,0.098
1058,0.36051082251082256
1059,0.033254578754578754
1060,0.77
1061,0.7038675213675215
1062,0.027300588300588298
1063,0.7928333333333333
1064,0.02
1065,0.00960927960927961
1066,0.0022222222222222222
1067,1.0
1068,0.26
1069,0.12333333333333332
1070,1.0
1071,1.0
1072,0.11397037929390871
1073,0.2673333333333333
1074,0.7027063492063492
1075,0.029369755211527116
1076,0.982
1077,0.0022222222222222222
1078,0.18
1079,0.03
1080,0.0
1081,0.0022222222222222222
1082,0.0
1083,0.027300588300588298
1084,0.76
1085,0.0
1086,0.98
1087,0.0
1088,0.98
1089,0.6518571428571428
1090,0.0
1091,0.4962222222222223
1092,0.40193277310924364
1093,1.0
1094,0.485
1095,0.98
1096,0.11784017736649316
1097,0.00960927960927961
1098,0.92
1099,0.08923487623487623
1100,1.0
1101,0.11784017736649316
1102,0.48228058053058065
1103,0.027300588300588298
1104,0.0
1105,1.0
1106,0.66
1107,0.3183102453102453
1108,0.40193277310924364
1109,0.02
1110,0.94
1111,0.027300588300588298
1112,0.7305043845043845
1113,0.07529489628019041
1114,0.7038675213675215
1115,0.07529489628019041
1116,0.46
1117,0.6988377178377178
1118,0.0
1119,0.40193277310924364
1120,0.0
1121,0.2820850815850816
1122,0.17155194805194798
1123,0.9
1124,0.0
1125,0.029369755211527116
1126,0.3856666666666667
1127,0.0
1128,0.28
1129,0.4766666666666666
1130,0.7027063492063492
1131,0.96
1132,0.76
1133,0.8666666666666667
1134,0.47300000000000003
1135,0.027300588300588298
1136,0.015
1137,0.01
1138,0.7038675213675215
1139,0.23864285714285713
1140,0.6340317460317461
1141,0.6988377178377178
1142,0.8509126984126985
1143,0.0
1144,0.08
1145,0.08923487623487623
1146,0.39648371073371075
1147,0.027300588300588298
1148,0.029369755211527116
1149,0.15801479855302708
1150,0.96
1151,0.07529489628019041
1152,0.07745238095238095
1153,0.07529489628019041
1154,0.6340317460317461
1155,0.8509126984126985
1156,0.00960927960927961
1157,0.027300588300588298
1158,0.027300588300588298
1159,0.027300588300588298
1160,0.4962222222222223
1161,0.0
1162,0.048
1163,0.029369755211527116
1164,0.9159999999999999
1165,0.4990079365079365
1166,0.00960927960927961
1167,0.18
1168,0.15801479855302708
1169,0.022222222222222223
1170,0.015
1171,0.0
1172,0.5342222222222223
1173,1.0
1174,0.40193277310924364
1175,0.36
1176,0.5305317460317461
1177,0.2820850815850816
1178,0.027300588300588298
1179,0.0
1180,0.00960927960927961
1181,0.027300588300588298
1182,0.027300588300588298
1183,0.9604601901366607
1184,0.00960927960927961
1185,0.14633333333333332
1186,0.2820850815850816
1187,0.12694444444444444
1188,0.9533333333333335
1189,0.22031746031746033
1190,0.11397037929390871
1191,0.13025541125541126
1192,0.48228058053058065
1193,0.00960927960927961
1194,0.022333333333333334
1195,0.08923487623487623
1196,0.40193277310924364
1197,1.0
1198,0.015
1199,1.0
1200,0.0
1201,0.8666666666666667
1202,0.11648964923964922
1203,0.382
1204,0.027300588300588298
1205,0.58
1206,0.76
1207,0.805
1208,0.29333333333333333
1209,0.13520016662044523
1210,0.4709451659451659
1211,0.0
1212,0.12694444444444444
1213,0.2
1214,0.12694444444444444
1215,0.0
1216,0.76
1217,0.0
1218,0.82
1219,0.048
1220,0.0
1221,0.07529489628019041
1222,0.9883333333333333
1223,0.30952380952380953
1224,0.00960927960927961
1225,0.9449999999999998
1226,0.4709451659451659
1227,0.11397037929390871
1228,0.48228058053058065
1229,0.3856666666666667
1230,0.11784017736649316
1231,0.00960927960927961
1232,0.11648964923964922
1233,0.48228058053058065
1234,0.002857142857142857
1235,1.0
1236,0.015
1237,0.96
1238,0.12694444444444444
1239,0.92
1240,0.08923487623487623
1241,0.4243333333333333
1242,0.4
1243,0.11784017736649316
1244,0.11648964923964922
1245,0.7631666666666668
1246,0.8509126984126985
1247,0.013444444444444446
1248,1.0
1249,0.027300588300588298
1250,0.029369755211527116
1251,0.614095238095238
1252,0.0
1253,1.0
1254,0.4243333333333333
1255,0.4709451659451659
1256,0.9171904761904761
1257,0.0
1258,0.22031746031746033
1259,0.7038675213675215
1260,0.4
1261,0.6385741718426502
1262,0.0
1263,0.84
1264,0.16616666666666668
1265,0.37821428571428567
1266,1.0
1267,0.625
1268,0.92
1269,0.07529489628019041
1270,0.0
1271,0.04
1272,0.029369755211527116
1273,0.2305995670995671
1274,0.4962222222222223
1275,0.9824761904761904
1276,0.027300588300588298
1277,1.0
1278,0.08923487623487623
1279,0.02
1280,0.027508963258963258
1281,0.04
1282,0.0
1283,1.0
1284,0.54
1285,0.0
1286,0.032857142857142856
1287,0.7027063492063492
1288,0.0800942390942391
1289,0.96
1290,0.0
1291,0.07102298850574713
1292,0.8065079365079366
1293,0.5583333333333333
1294,1.0
1295,0.0
1296,0.4456666666666667
1297,0.4766666666666666
1298,0.02
1299,0.24560606060606058
1300,0.40193277310924364
1301,0.6672460317460317
1302,0.40193277310924364
1303,0.62
1304,0.6943809523809523
1305,0.027300588300588298
1306,0.96
1307,0.0
1308,0.027300588300588298
1309,0.22031746031746033
